CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Supervisor District,Neighborhood,Point,Source,Media URL
5628847,03/04/2016 10:06:58 AM,03/08/2016 04:00:08 PM,03/08/2016 04:00:08 PM,Closed,Case Transferred -,MUNI Work Queue,MUNI Feedback,MUNI - Services_Service_Delivery_Facilities,605_Vehicle_Maintenance_Noise,Not associated with a specific address,0,,,Voice In,
5629566,03/04/2016 12:44:00 PM,03/05/2016 05:35:26 AM,03/05/2016 05:35:26 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,amplified_sound_electronics,Noise Report - amplified_sound_electronics,"5238 MISSION ST, SAN FRANCISCO, CA, 94112",11,Cayuga,"(37.715257588055, -122.442148012095)",Web Self Service,
5630096,03/04/2016 02:36:18 PM,03/05/2016 05:35:26 AM,03/05/2016 05:35:26 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"2198 FELL ST, SAN FRANCISCO, CA, 94117",5,Panhandle,"(37.772098955746, -122.453917497809)",Web Self Service,
5631243,03/04/2016 10:51:28 PM,03/05/2016 05:35:26 AM,03/05/2016 05:35:26 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,amplified_sound_electronics,Noise Report - amplified_sound_electronics,"2050 24TH AVE, SAN FRANCISCO, CA, 94116",4,Outer Sunset,"(37.749319028892, -122.481344292855)",Web Self Service,
5631261,03/04/2016 11:50:33 PM,03/05/2016 05:35:25 AM,03/05/2016 05:35:25 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,amplified_sound_electronics,Noise Report - amplified_sound_electronics,Not associated with a specific address,0,,,Web Self Service,
5631686,03/05/2016 09:56:45 AM,03/06/2016 05:16:50 AM,03/06/2016 05:16:50 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"140 NEW MONTGOMERY ST, SAN FRANCISCO, CA, 94105",6,South of Market,"(37.786852202528, -122.399849436593)",Voice In,
5631710,03/05/2016 10:07:38 AM,03/06/2016 05:16:52 AM,03/06/2016 05:16:52 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,amplified_sound_electronics,Noise Report - amplified_sound_electronics,"279 DOLORES ST, SAN FRANCISCO, CA, 94103",8,Mission Dolores,"(37.765087327798, -122.426177689717)",Web Self Service,
5632182,03/05/2016 01:13:56 PM,03/08/2016 03:03:53 PM,03/08/2016 03:03:53 PM,Closed,Case Transferred -,MUNI Work Queue,MUNI Feedback,MUNI - Services_Service_Delivery_Facilities,605_Vehicle_Maintenance_Noise,Intersection of MISSION ST and 11TH ST,6,South of Market,"(37.7743253825375, -122.417104232083)",Voice In,
5633266,03/05/2016 10:26:58 PM,03/06/2016 05:16:53 AM,03/06/2016 05:16:53 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,amplified_sound_electronics,Noise Report - amplified_sound_electronics,"2050 24TH AVE, SAN FRANCISCO, CA, 94116",4,Outer Sunset,"(37.749319028892, -122.481344292855)",Web Self Service,
5633377,03/06/2016 12:34:50 AM,03/28/2016 10:48:25 AM,03/28/2016 10:48:25 AM,Closed,"Case Resolved - We have logged your complaint for city government review.  If noise is in progress and you believe the sound exceeds allowable levels, please contact SFPD at 415-553-0123.",311 Supervisor Queue,Noise Report,entertainment,Noise Report - entertainment,"1319 CALIFORNIA ST, SAN FRANCISCO, CA, 94109",3,Nob Hill,"(37.791002491316, -122.416133877419)",Web Self Service,
5633422,03/06/2016 02:28:23 AM,03/28/2016 10:35:11 AM,03/28/2016 10:35:11 AM,Closed,Issued -,Entertainment Commission - G,Noise Report,major_event_venue,Noise Report - major_event_venue,"984 HARRISON ST, SAN FRANCISCO, CA, 94107",6,South of Market,"(37.777698047987, -122.403764998064)",Web Self Service,
5638241,03/06/2016 04:25:55 PM,03/28/2016 10:37:22 AM,03/28/2016 10:37:22 AM,Closed,Issued -,Entertainment Commission - G,Noise Report,entertainment,Noise Report - entertainment,"1805 GEARY BLVD, SAN FRANCISCO, CA, 94115",2,Laurel Heights / Jordan Park,"(37.782254649615, -122.451461034203)",Web Self Service,
5638428,03/06/2016 06:36:40 PM,03/09/2016 04:20:38 PM,03/09/2016 04:20:38 PM,Closed,Case Transferred -,MUNI Work Queue,MUNI Feedback,MUNI - Services_Service_Delivery_Facilities,605_Vehicle_Maintenance_Noise,Not associated with a specific address,0,,,Voice In,
5638623,03/06/2016 10:13:00 PM,03/07/2016 05:17:10 AM,03/07/2016 05:17:10 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,amplified_sound_electronics,Noise Report - amplified_sound_electronics,"2050 24TH AVE, SAN FRANCISCO, CA, 94116",4,Outer Sunset,"(37.749319028892, -122.481344292855)",Web Self Service,
5638829,03/07/2016 07:09:51 AM,03/08/2016 05:26:53 AM,03/08/2016 05:26:53 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"136 GUERRERO ST, SAN FRANCISCO, CA, 94103",8,Mission Dolores,"(37.768999602, -122.424670945985)",Web Self Service,
5640156,03/07/2016 11:30:41 AM,03/16/2016 05:40:10 PM,03/16/2016 05:40:10 PM,Closed,Case is Invalid - The planning code has no jursidcation in this case as the UMU district does not have hours of operation - please contact SFPD for sound violations.,Planning - G,Noise Report,delivery_service_business,Noise Report - delivery_service_business,"1025 MISSISSIPPI ST, SAN FRANCISCO, CA, 94107",10,Potrero Hill,"(37.75354842962, -122.393545839471)",Open311,
5640159,03/07/2016 11:30:57 AM,03/16/2016 05:38:55 PM,03/16/2016 05:38:55 PM,Closed,Case is a Duplicate -,Planning - G,Noise Report,delivery_service_business,Noise Report - delivery_service_business,"1025 MISSISSIPPI ST, SAN FRANCISCO, CA, 94107",10,Potrero Hill,"(37.75354842962, -122.393545839471)",Open311,
5640292,03/07/2016 11:52:56 AM,03/16/2016 05:38:40 PM,03/16/2016 05:38:40 PM,Closed,Case is Invalid - the UMU Zoning district does not have hours of operation - please call SFPD if sound violations continue. planning has no jurisdiction in this case.,Planning - G,Noise Report,delivery_service_business,Noise Report - delivery_service_business,"1025 MISSISSIPPI ST, SAN FRANCISCO, CA, 94107",10,Potrero Hill,"(37.75354842962, -122.393545839471)",Open311,
5640339,03/07/2016 12:03:01 PM,03/08/2016 05:26:54 AM,03/08/2016 05:26:54 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"2825 VAN NESS AVE, SAN FRANCISCO, CA, 94109",2,Marina,"(37.801749350762, -122.424860194767)",Web Self Service,
5640488,03/07/2016 12:29:18 PM,03/08/2016 05:26:54 AM,03/08/2016 05:26:54 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,amplified_sound_electronics,Noise Report - amplified_sound_electronics,"3491 20TH ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.758437268167, -122.418678319777)",Web Self Service,
5642078,03/07/2016 06:37:29 PM,03/11/2016 01:45:39 PM,03/11/2016 01:45:39 PM,Closed,Case Transferred -,MUNI Work Queue,MUNI Feedback,MUNI - Services_Service_Delivery_Facilities,605_Vehicle_Maintenance_Noise,Intersection of JACKSON ST and JONES ST,3,Nob Hill,"(37.7949881286774, -122.414825505898)",Voice In,
5642086,03/07/2016 06:41:01 PM,03/11/2016 01:44:54 PM,03/11/2016 01:44:54 PM,Closed,Case Transferred -,MUNI Work Queue,MUNI Feedback,MUNI - Services_Service_Delivery_Facilities,605_Vehicle_Maintenance_Noise,Intersection of ANDOVER ST and CRESCENT AVE,9,Holly Park,"(37.734888238503, -122.4168235735)",Voice In,
5642835,03/07/2016 10:12:14 PM,03/08/2016 05:26:54 AM,03/08/2016 05:26:54 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,amplified_sound_electronics,Noise Report - amplified_sound_electronics,"2050 24TH AVE, SAN FRANCISCO, CA, 94116",4,Outer Sunset,"(37.749319028892, -122.481344292855)",Web Self Service,
5642842,03/07/2016 10:28:53 PM,03/11/2016 04:09:58 PM,03/11/2016 04:09:58 PM,Closed,"Case Transferred - Environmental Health-DPH
 
 (415)-252-3800",DPH - Environmental Health - G,Noise Report,mechanical_equipment,Noise Report - mechanical_equipment,"365 MAIN ST, SAN FRANCISCO, CA, 94105",6,Rincon Hill,"(37.788719073818, -122.390454646988)",Web Self Service,
5642896,03/07/2016 11:55:57 PM,03/08/2016 05:26:54 AM,03/08/2016 05:26:54 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,Not associated with a specific address,0,,,Web Self Service,
5642919,03/08/2016 12:23:31 AM,03/09/2016 05:27:24 AM,03/09/2016 05:27:24 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,Not associated with a specific address,0,,,Web Self Service,
5642936,03/08/2016 01:05:46 AM,03/09/2016 05:27:25 AM,03/09/2016 05:27:25 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,Not associated with a specific address,0,,,Web Self Service,
5643003,03/08/2016 06:06:52 AM,03/09/2016 05:27:26 AM,03/09/2016 05:27:26 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"508 SHIELDS ST, SAN FRANCISCO, CA, 94132",11,Ingleside,"(37.717985900206, -122.467362067548)",Web Self Service,
5644557,03/08/2016 11:42:08 AM,03/11/2016 04:10:41 PM,03/11/2016 04:10:41 PM,Closed,"Case Transferred - Environmental Health-DPH
 
 (415)-252-3800",DPH - Environmental Health - G,Noise Report,mechanical_equipment,Noise Report - mechanical_equipment,"444 DE HARO ST, SAN FRANCISCO, CA, 94103",10,Potrero Hill,"(37.764186320207, -122.401693834101)",Web Self Service,
5645609,03/08/2016 03:10:45 PM,03/14/2016 12:51:22 PM,03/14/2016 12:51:22 PM,Closed,Case Transferred -,MUNI Work Queue,MUNI Feedback,MUNI - Services_Service_Delivery_Facilities,605_Vehicle_Maintenance_Noise,Intersection of COLE ST and CARL ST,5,Cole Valley,"(37.765800070469, -122.449958075232)",Voice In,
5646158,03/08/2016 05:10:14 PM,03/11/2016 04:11:48 PM,03/11/2016 04:11:48 PM,Closed,"Case Transferred - Environmental Health-DPH
 
 (415)-252-3800",DPH - Environmental Health - G,Noise Report,mechanical_equipment,Noise Report - mechanical_equipment,"444 DE HARO ST, SAN FRANCISCO, CA, 94103",10,Potrero Hill,"(37.764186320207, -122.401693834101)",Web Self Service,
5646315,03/08/2016 06:13:44 PM,03/11/2016 04:12:01 PM,03/11/2016 04:12:01 PM,Closed,"Case Transferred - Environmental Health-DPH
 
 (415)-252-3800",DPH - Environmental Health - G,Noise Report,garbage_recycling_collection,Noise Report - garbage_recycling_collection,"41 ALVARADO ST, SAN FRANCISCO, CA, 94110",8,Dolores Heights,"(37.754306273667, -122.42219443108)",Web Self Service,
5646723,03/08/2016 10:53:36 PM,03/09/2016 05:27:25 AM,03/09/2016 05:27:25 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"1610 FULTON ST, SAN FRANCISCO, CA, 94117",5,Western Addition,"(37.776423991488, -122.443445972433)",Web Self Service,
5646951,03/09/2016 12:58:07 AM,,03/10/2016 12:00:00 PM,Open,open,DPW BSM Queue,Noise Report,construction_public,Noise Report - construction_public,Intersection of 4TH ST and FOLSOM ST,6,South of Market,"(37.7820241365663, -122.401159832866)",Voice In,
5647004,03/09/2016 05:53:16 AM,03/16/2016 05:27:36 PM,03/16/2016 05:27:36 PM,Closed,Case is Invalid - the planning code does not enforce hours of operation in the UMU districts.  In this case the applicant or caller should call SFPD if they feel there is a sound ordinance violation,Planning - G,Noise Report,delivery_service_business,Noise Report - delivery_service_business,"1035 MISSISSIPPI ST, SAN FRANCISCO, CA, 94107",10,Potrero Hill,"(37.753308371528, -122.393522529632)",Open311,
5647016,03/09/2016 06:25:42 AM,03/10/2016 05:28:04 AM,03/10/2016 05:28:04 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"508 SHIELDS ST, SAN FRANCISCO, CA, 94132",11,Ingleside,"(37.717985900206, -122.467362067548)",Web Self Service,
5647059,03/09/2016 07:03:47 AM,03/11/2016 04:12:26 PM,03/11/2016 04:12:26 PM,Closed,"Case Transferred - Environmental Health-DPH
 
 (415)-252-3800",DPH - Environmental Health - G,Noise Report,mechanical_equipment,Noise Report - mechanical_equipment,"1131 STOCKTON ST, SAN FRANCISCO, CA, 94133",3,Chinatown,"(37.796201770534, -122.408614490362)",Web Self Service,
5648438,03/09/2016 11:27:20 AM,03/11/2016 02:48:36 PM,03/11/2016 02:48:36 PM,Closed,"Case Resolved - BID complaint no. 201605151 has been filed with DBI (415) 558-6570.  To view the status, please visit our website at www.sfdbi.org",DBI Inspection Services Queue,Noise Report,construction_private_property,Noise Report - construction_private_property,"1088 SANSOME ST, SAN FRANCISCO, CA, 94111",3,Northern Waterfront,"(37.800116182199, -122.402203011117)",Voice In,
5648742,03/09/2016 12:30:56 PM,03/10/2016 05:28:04 AM,03/10/2016 05:28:04 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"2825 VAN NESS AVE, SAN FRANCISCO, CA, 94109",2,Marina,"(37.801749350762, -122.424860194767)",Web Self Service,
5649063,03/09/2016 01:30:44 PM,03/28/2016 11:06:44 AM,03/28/2016 11:06:44 AM,Closed,Case Resolved - Please contact SFPD non emergency - 415-553-0123,311 Supervisor Queue,Noise Report,entertainment,Noise Report - entertainment,"625 MARKET ST, SAN FRANCISCO, CA, 94105",6,Financial District,"(37.788714142162, -122.401745667533)",Web Self Service,
5649424,03/09/2016 02:46:26 PM,03/15/2016 02:13:51 PM,03/15/2016 02:13:51 PM,Closed,"Case Resolved - DBI (415 558-6570) filed complaint #201605921. For status, visit sfdbi.org.",DBI Inspection Services Queue,Noise Report,construction_private_property,Noise Report - construction_private_property,"50 CHUMASERO DR, SAN FRANCISCO, CA, 94132",7,Parkmerced,"(37.714014669042, -122.473305326137)",Voice In,
5650683,03/09/2016 09:44:29 PM,,03/11/2016 12:13:45 PM,Open,Open,SFMTA - G,Noise Report,traffic,Noise Report - traffic,Intersection of 3RD ST and DONNER AVE,10,Bret Harte,"(37.7246931877705, -122.394532138851)",Open311,
5650704,03/09/2016 10:01:35 PM,03/10/2016 05:28:04 AM,03/10/2016 05:28:04 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,amplified_sound_electronics,Noise Report - amplified_sound_electronics,"2050 24TH AVE, SAN FRANCISCO, CA, 94116",4,Outer Sunset,"(37.749319028892, -122.481344292855)",Web Self Service,
5650776,03/10/2016 12:13:52 AM,03/11/2016 05:28:35 AM,03/11/2016 05:28:35 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"2523 31ST AVE, SAN FRANCISCO, CA, 94116",4,Parkside,"(37.740129313417, -122.488521308011)",Web Self Service,
5651764,03/10/2016 10:30:43 AM,03/11/2016 04:14:47 PM,03/11/2016 04:14:47 PM,Closed,"Case Transferred - Environmental Health-DPH
 
 (415)-252-3800",DPH - Environmental Health - G,Noise Report,mechanical_equipment,Noise Report - mechanical_equipment,Not associated with a specific address,0,,,Voice In,
5652953,03/10/2016 02:46:02 PM,03/11/2016 05:28:36 AM,03/11/2016 05:28:36 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"222 2ND ST, SAN FRANCISCO, CA, 94105",6,South of Market,"(37.786429654603, -122.398069300142)",Voice In,
5653016,03/10/2016 03:00:43 PM,03/11/2016 04:15:10 PM,03/11/2016 04:15:10 PM,Closed,"Case Transferred - Environmental Health-DPH
 
 (415)-252-3800",DPH - Environmental Health - G,Noise Report,mechanical_equipment,Noise Report - mechanical_equipment,"222 2ND ST, SAN FRANCISCO, CA, 94105",6,South of Market,"(37.786429654603, -122.398069300142)",Web Self Service,
5653790,03/10/2016 06:30:01 PM,03/15/2016 04:00:29 PM,03/15/2016 04:00:29 PM,Closed,Case Transferred -,MUNI Work Queue,MUNI Feedback,MUNI - Services_Service_Delivery_Facilities,605_Vehicle_Maintenance_Noise,Not associated with a specific address,0,,,Voice In,
5654203,03/10/2016 11:51:28 PM,03/16/2016 02:11:26 PM,03/16/2016 02:11:26 PM,Closed,"Case Resolved - BID complaint no. 201606401 has been filed with DBI (415) 558-6570.  To view the status, please visit our website at www.sfdbi.org",DBI Inspection Services Queue,Noise Report,construction_private_property,Noise Report - construction_private_property,"246 2ND ST, SAN FRANCISCO, CA, 94105",6,South of Market,"(37.785800167895, -122.397282914676)",Voice In,
